Source:Port,Destination:Port,Data Transferred (bytes)
172.16.133.84:58840,172.16.139.250:5440,1022
172.16.133.18:50295,157.56.238.6:443,5916
180.153.31.250:443,172.16.133.63:53934,120
172.16.133.41:53082,208.47.254.34:80,246
172.16.133.41:53083,208.47.254.34:80,246
172.16.133.49:55836,172.16.139.250:5440,1022
157.56.238.6:443,172.16.133.18:50295,12664
208.47.254.34:80,172.16.133.41:53083,126
208.47.254.34:80,172.16.133.41:53082,126
172.16.133.41:53084,23.33.82.110:443,632
172.16.133.41:53085,23.33.82.110:443,632
172.16.133.95:57017,172.16.139.250:5440,1022
23.33.82.110:443,172.16.133.41:53084,574
23.33.82.110:443,172.16.133.41:53085,574
172.16.133.92:57731,172.16.139.250:5440,1142
172.16.133.29:61001,172.16.139.250:5440,1022
172.16.133.44:64884,172.16.139.250:5440,1142
172.16.133.207:55981,172.16.139.250:5440,1142
172.16.133.83:57139,172.16.139.250:5440,1022
172.16.133.93:60768,172.16.139.250:5440,1142
172.16.133.11:55190,172.16.139.250:5440,1022
172.16.133.55:57669,172.16.139.250:5440,1142
172.16.133.73:60721,172.16.139.250:5440,1022
172.16.133.53:54155,172.16.139.250:5440,1022
172.16.133.21:53242,172.16.139.250:5440,1022
172.16.133.30:62671,172.16.139.250:5440,1022
172.16.133.25:63534,172.16.139.250:5440,1022
172.16.133.34:50487,172.16.139.250:5440,1022
172.16.133.97:59420,172.16.139.250:5440,1022
172.16.133.33:57933,68.64.24.250:443,246
172.16.133.33:57934,172.16.139.250:5440,1142
68.64.24.250:443,172.16.133.33:57933,120
172.16.133.33:57935,78.108.118.250:443,246
172.16.133.33:57936,216.219.118.244:443,246
172.16.133.68:60803,172.16.139.250:5440,1022
172.16.133.12:59827,172.16.139.250:5440,1022
172.16.133.63:53935,172.16.139.250:5440,1022
172.16.133.66:53927,172.16.139.250:5440,1022
172.16.133.82:61396,172.16.139.250:5440,1022
172.16.133.37:60673,172.16.139.250:5440,1022
78.108.118.250:443,172.16.133.33:57935,120
216.219.118.244:443,172.16.133.33:57936,120
172.16.133.40:50216,172.16.139.250:5440,1142
172.16.133.33:57937,216.115.219.126:443,246
172.16.133.29:61002,138.108.6.20:80,1016
172.16.133.29:61003,64.94.107.11:80,1203
172.16.133.78:59257,172.16.139.250:5440,1022
64.94.107.11:80,172.16.133.29:61003,463
172.16.133.71:57555,157.56.241.118:443,1906
172.16.133.41:53086,66.235.138.2:80,7706
172.16.133.67:56034,172.16.139.250:5440,1022
138.108.6.20:80,172.16.133.29:61002,658
172.16.133.132:40031,96.43.146.22:443,19045
157.56.241.118:443,172.16.133.71:57555,6301
172.16.133.56:61478,172.16.139.250:5440,1022
96.43.146.22:443,172.16.133.132:40031,15370
172.16.133.41:53087,172.16.139.250:5440,1022
66.235.138.2:80,172.16.133.41:53086,3761
216.115.219.126:443,172.16.133.33:57937,120
172.16.133.85:52321,172.16.139.250:5440,1022
172.16.133.42:57175,172.16.139.250:5440,1142
172.16.133.43:57831,172.16.139.250:5440,1022
172.16.133.13:53087,172.16.139.250:5440,1022
172.16.133.20:62443,172.16.139.250:5440,1022
172.16.133.75:51026,172.16.139.250:5440,1022
172.16.133.28:65481,172.16.139.250:5440,1142
172.16.133.184:48180,96.43.146.48:443,23638
172.16.133.99:56092,172.16.139.250:5440,1022
96.43.146.48:443,172.16.133.184:48180,115706
172.16.133.87:60257,172.16.139.250:5440,1022
172.16.133.35:50022,172.16.139.250:5440,1142
172.16.133.116:53518,172.16.139.250:5440,1022
172.16.133.116:53519,172.16.139.250:5440,1022
172.16.133.116:53520,172.16.139.250:5440,1022
172.16.133.84:58841,172.16.139.250:5440,1142
172.16.133.49:55837,184.73.225.104:443,1982
184.73.225.104:443,172.16.133.49:55837,5294
172.16.133.49:55838,172.16.139.250:5440,1142
172.16.133.184:48374,205.216.16.228:80,17643
172.16.133.95:57018,172.16.139.250:5440,1142
172.16.133.92:57732,172.16.139.250:5440,1022
172.16.133.44:64885,172.16.139.250:5440,1022
205.216.16.228:80,172.16.133.184:48374,335109
172.16.133.29:61004,172.16.139.250:5440,1022
172.16.133.163:3546,68.64.24.250:443,246
172.16.133.207:55982,172.16.139.250:5440,1142
172.16.133.83:57140,172.16.139.250:5440,1142
172.16.133.184:42907,96.43.146.178:443,3487
172.16.133.93:60769,172.16.139.250:5440,1142
172.16.133.75:51027,216.115.219.126:443,246
172.16.133.11:55191,172.16.139.250:5440,1022
172.16.133.55:57670,172.16.139.250:5440,1142
68.64.24.250:443,172.16.133.163:3546,120
172.16.133.73:60722,172.16.139.250:5440,1022
172.16.133.53:54156,172.16.139.250:5440,1022
172.16.133.21:53243,172.16.139.250:5440,1022
172.16.133.30:62672,172.16.139.250:5440,1142
172.16.133.25:63535,172.16.139.250:5440,1022
172.16.133.163:3547,216.219.118.244:443,246
172.16.133.34:50488,172.16.139.250:5440,1022
172.16.133.163:3548,78.108.118.250:443,246
172.16.133.97:59421,172.16.139.250:5440,1022
96.43.146.178:443,172.16.133.184:42907,6442
172.16.133.49:55839,157.56.240.137:443,194
172.16.133.33:57938,172.16.139.250:5440,1022
172.16.133.53:54157,68.64.24.250:443,246
216.219.118.244:443,172.16.133.163:3547,120
78.108.118.250:443,172.16.133.163:3548,120
172.16.133.68:60804,172.16.139.250:5440,1022
172.16.133.41:53088,107.23.217.190:80,2798
157.56.240.137:443,172.16.133.49:55839,180
172.16.133.12:59828,172.16.139.250:5440,1022
68.64.24.250:443,172.16.133.53:54157,120
172.16.133.63:53936,172.16.139.250:5440,1022
107.23.217.190:80,172.16.133.41:53088,984
172.16.133.66:53928,172.16.139.250:5440,1022
172.16.133.82:61397,172.16.139.250:5440,1022
172.16.133.37:60674,172.16.139.250:5440,1022
172.16.133.53:54158,216.219.118.244:443,246
216.115.219.126:443,172.16.133.75:51027,120
172.16.133.184:35382,64.208.138.244:80,818
172.16.133.53:54159,78.108.118.250:443,246
64.208.138.244:80,172.16.133.184:35382,1123
172.16.133.184:46788,208.71.125.1:80,976
172.16.133.27:60748,173.194.73.105:80,2439
172.16.133.27:60750,173.194.73.105:80,2636
172.16.133.184:35384,64.208.138.244:80,966
208.71.125.1:80,172.16.133.184:46788,902
64.208.138.244:80,172.16.133.184:35384,1123
216.219.118.244:443,172.16.133.53:54158,120
172.16.133.25:63536,74.125.170.42:80,31693
78.108.118.250:443,172.16.133.53:54159,120
173.194.73.105:80,172.16.133.27:60748,853
173.194.73.105:80,172.16.133.27:60750,4179
172.16.133.78:59258,172.16.139.250:5440,1022
172.16.128.169:3386,172.16.139.250:21,242
172.16.139.250:21,172.16.128.169:3386,323
172.16.133.67:56035,172.16.139.250:5440,1022
74.125.170.42:80,172.16.133.25:63536,1848431
172.16.133.71:57556,157.56.242.198:443,3895
172.16.133.56:61479,172.16.139.250:5440,1142
157.56.242.198:443,172.16.133.71:57556,8497
172.16.133.163:3549,216.115.219.126:443,246
172.16.133.53:54160,216.115.219.126:443,246
172.16.133.41:53089,172.16.139.250:5440,1022
172.16.133.42:57176,172.16.139.250:5440,1142
172.16.133.85:52322,172.16.139.250:5440,1142
172.16.133.43:57832,172.16.139.250:5440,1142
172.16.133.13:53088,172.16.139.250:5440,1022
172.16.133.54:64630,12.130.48.50:80,312
172.16.133.20:62444,172.16.139.250:5440,1022
172.16.133.54:64631,12.130.48.50:80,312
172.16.133.54:64632,12.130.48.50:80,312
172.16.133.54:64633,12.130.48.50:80,312
172.16.133.54:64634,12.130.48.50:80,312
172.16.133.54:64635,12.130.48.50:80,312
172.16.133.75:51028,172.16.139.250:5440,1022
172.16.133.28:65482,172.16.139.250:5440,1022
172.16.133.99:56093,172.16.139.250:5440,1022
216.115.219.126:443,172.16.133.163:3549,120
172.16.133.87:60258,172.16.139.250:5440,1022
172.16.133.35:50023,172.16.139.250:5440,1142
172.16.133.116:53521,172.16.139.250:5440,1022
172.16.133.184:48186,96.43.146.48:443,20645
216.115.219.126:443,172.16.133.53:54160,120
172.16.133.184:48187,96.43.146.48:443,16426
172.16.133.184:48188,96.43.146.48:443,26187
172.16.133.184:48189,96.43.146.48:443,18090
172.16.133.184:48190,96.43.146.48:443,12260
172.16.133.116:53522,172.16.139.250:5440,1022
172.16.133.116:53523,172.16.139.250:5440,1022
172.16.133.84:58842,172.16.139.250:5440,1022
96.43.146.48:443,172.16.133.184:48187,143944
96.43.146.48:443,172.16.133.184:48186,128480
96.43.146.48:443,172.16.133.184:48189,245914
96.43.146.48:443,172.16.133.184:48190,56647
96.43.146.48:443,172.16.133.184:48188,162280
172.16.133.49:55840,172.16.139.250:5440,1022
172.16.133.28:65483,54.243.68.206:80,246
172.16.133.28:65484,54.243.68.206:80,246
172.16.133.28:65485,23.15.129.231:80,246
172.16.133.28:65486,23.15.129.231:80,246
172.16.133.28:65487,23.15.129.231:80,246
172.16.133.28:65488,23.15.129.231:80,246
172.16.133.28:65489,23.62.196.46:80,246
172.16.133.28:65490,23.62.196.46:80,246
172.16.133.28:65491,50.17.220.219:80,246
172.16.133.28:65492,50.17.220.219:80,246
172.16.133.28:65493,173.194.43.60:80,246
172.16.133.28:65494,173.194.43.60:80,246
172.16.133.95:57019,172.16.139.250:5440,1142
173.194.43.60:80,172.16.133.28:65493,186
173.194.43.60:80,172.16.133.28:65494,126
50.17.220.219:80,172.16.133.28:65492,120
23.15.129.231:80,172.16.133.28:65486,126
23.15.129.231:80,172.16.133.28:65488,126
23.15.129.231:80,172.16.133.28:65485,126
23.15.129.231:80,172.16.133.28:65487,186
50.17.220.219:80,172.16.133.28:65491,120
54.243.68.206:80,172.16.133.28:65483,126
54.243.68.206:80,172.16.133.28:65484,126
172.16.133.92:57733,172.16.139.250:5440,1142
23.62.196.46:80,172.16.133.28:65489,126
23.62.196.46:80,172.16.133.28:65490,126
172.16.133.29:61005,172.16.139.250:5440,1022
172.16.133.44:64886,172.16.139.250:5440,1022
172.16.133.207:55983,172.16.139.250:5440,1022
172.16.133.83:57141,172.16.139.250:5440,1142
172.16.133.28:65495,173.194.43.59:80,246
172.16.133.28:65496,173.194.43.59:80,246
172.16.133.28:65497,23.45.65.19:80,246
172.16.133.28:65498,206.33.41.253:80,2121
172.16.133.28:65499,206.33.41.253:80,2976
172.16.133.93:60770,172.16.139.250:5440,1142
172.16.133.28:65500,206.33.41.253:80,2076
172.16.133.28:65501,206.33.41.253:80,2061
172.16.133.28:65502,206.33.41.253:80,2346
172.16.133.28:65503,206.33.41.253:80,2061
172.16.133.28:65504,64.94.107.62:80,1584
172.16.133.28:65505,64.94.107.62:80,1872
172.16.133.28:65506,208.111.160.6:80,246
172.16.133.28:65507,208.111.160.6:80,246
172.16.133.28:65508,208.111.160.6:80,246
172.16.133.28:65509,208.111.160.6:80,246
172.16.133.28:65510,208.111.160.6:80,246
172.16.133.28:65511,208.111.160.6:80,3516
172.16.133.28:65512,138.108.7.20:80,126
172.16.133.28:65513,138.108.7.20:80,126
172.16.133.28:65514,138.108.7.20:80,2917
172.16.133.28:65515,216.52.242.80:80,246
172.16.133.28:65516,216.52.242.80:80,18204
172.16.133.28:65517,216.52.242.80:80,246
172.16.133.28:65518,216.52.242.80:80,246
172.16.133.28:65519,216.52.242.80:80,246
172.16.133.28:65520,23.62.193.244:80,246
172.16.133.28:65521,23.62.193.244:80,246
172.16.133.11:55192,172.16.139.250:5440,1022
173.194.43.59:80,172.16.133.28:65495,126
172.16.133.55:57671,172.16.139.250:5440,1022
173.194.43.59:80,172.16.133.28:65496,126
64.94.107.62:80,172.16.133.28:65505,523
64.94.107.62:80,172.16.133.28:65504,463
206.33.41.253:80,172.16.133.28:65502,18897
206.33.41.253:80,172.16.133.28:65499,7755
206.33.41.253:80,172.16.133.28:65500,4992
206.33.41.253:80,172.16.133.28:65498,4997
206.33.41.253:80,172.16.133.28:65501,7447
206.33.41.253:80,172.16.133.28:65503,4491
208.111.160.6:80,172.16.133.28:65511,21987
208.111.160.6:80,172.16.133.28:65508,246
208.111.160.6:80,172.16.133.28:65510,246
208.111.160.6:80,172.16.133.28:65507,246
208.111.160.6:80,172.16.133.28:65506,246
208.111.160.6:80,172.16.133.28:65509,246
172.16.133.73:60723,172.16.139.250:5440,1022
172.16.133.53:54161,172.16.139.250:5440,1022
172.16.133.21:53244,172.16.139.250:5440,1022
23.45.65.19:80,172.16.133.28:65497,186
172.16.133.30:62673,172.16.139.250:5440,1142
23.62.193.244:80,172.16.133.28:65521,126
23.62.193.244:80,172.16.133.28:65520,186
172.16.133.54:64636,12.130.48.50:80,2266
172.16.133.54:64637,12.130.48.50:80,2265
172.16.133.54:64638,12.130.48.50:80,1285
172.16.133.25:63537,172.16.139.250:5440,1022
172.16.133.54:64639,12.130.48.50:80,2258
172.16.133.54:64640,12.130.48.50:80,1285
172.16.133.54:64641,12.130.48.50:80,4358
172.16.133.34:50489,172.16.139.250:5440,1022
172.16.133.97:59422,172.16.139.250:5440,1022
12.130.48.50:80,172.16.133.54:64636,1490
12.130.48.50:80,172.16.133.54:64637,1811
12.130.48.50:80,172.16.133.54:64638,1015
12.130.48.50:80,172.16.133.54:64639,1843
12.130.48.50:80,172.16.133.54:64641,2085
12.130.48.50:80,172.16.133.54:64640,1026
216.52.242.80:80,172.16.133.28:65516,77365
216.52.242.80:80,172.16.133.28:65519,126
216.52.242.80:80,172.16.133.28:65518,126
216.52.242.80:80,172.16.133.28:65517,126
216.52.242.80:80,172.16.133.28:65515,126
138.108.7.20:80,172.16.133.28:65514,1130
138.108.7.20:80,172.16.133.28:65512,126
138.108.7.20:80,172.16.133.28:65513,126
172.16.133.33:57939,68.64.24.250:443,246
172.16.133.33:57940,172.16.139.250:5440,1142
172.16.133.68:60806,172.16.139.250:5440,1022
172.16.133.12:59829,172.16.139.250:5440,1142
172.16.133.63:53937,172.16.139.250:5440,1022
172.16.133.66:53929,172.16.139.250:5440,1022
68.64.24.250:443,172.16.133.33:57939,120
172.16.133.82:61398,172.16.139.250:5440,1142
172.16.133.37:60675,172.16.139.250:5440,1022
172.16.133.33:57941,78.108.118.250:443,246
172.16.133.33:57942,216.219.118.244:443,246
172.16.133.49:55841,157.56.244.217:443,194
157.56.244.217:443,172.16.133.49:55841,180
78.108.118.250:443,172.16.133.33:57941,120
216.219.118.244:443,172.16.133.33:57942,120
172.16.133.78:59259,172.16.139.250:5440,1022
172.16.133.67:56036,172.16.139.250:5440,1022
172.16.133.56:61480,172.16.139.250:5440,1022
172.16.133.28:65522,23.62.193.244:80,246
172.16.133.33:57943,216.115.219.126:443,246
172.16.133.41:53090,172.16.139.250:5440,1022
172.16.133.42:57177,172.16.139.250:5440,1142
172.16.133.85:52323,172.16.139.250:5440,1022
23.62.193.244:80,172.16.133.28:65522,126
172.16.133.55:57672,173.201.252.207:80,5411
172.16.133.43:57833,172.16.139.250:5440,1142
172.16.133.40:50217,96.43.146.48:443,1594
172.16.133.13:53089,172.16.139.250:5440,1142
96.43.146.48:443,172.16.133.40:50217,913
172.16.133.20:62445,172.16.139.250:5440,1142
172.16.133.75:51029,172.16.139.250:5440,1022
173.201.252.207:80,172.16.133.55:57672,141138
172.16.133.28:65523,172.16.139.250:5440,1022
172.16.133.99:56094,172.16.139.250:5440,1142
172.16.133.87:60259,172.16.139.250:5440,1022
172.16.133.35:50024,172.16.139.250:5440,1142
216.115.219.126:443,172.16.133.33:57943,120
172.16.133.116:53524,172.16.139.250:5440,1022
172.16.133.116:53525,172.16.139.250:5440,1022
172.16.133.116:53526,172.16.139.250:5440,1022
172.16.133.84:58843,172.16.139.250:5440,1142
172.16.133.49:55842,172.16.139.250:5440,1142
172.16.133.95:57020,172.16.139.250:5440,1142
172.16.133.92:57734,172.16.139.250:5440,1142
172.16.133.29:61006,172.16.139.250:5440,1022
172.16.133.41:53091,199.102.234.31:80,2862
172.16.133.41:53092,199.102.234.31:80,2662
172.16.133.41:53093,199.102.234.31:80,2683
172.16.133.41:53094,23.33.82.110:443,632
172.16.133.44:64887,172.16.139.250:5440,1022
172.16.133.207:55984,172.16.139.250:5440,1142
199.102.234.31:80,172.16.133.41:53091,27304
199.102.234.31:80,172.16.133.41:53092,5142
172.16.133.83:57142,172.16.139.250:5440,1022
23.33.82.110:443,172.16.133.41:53094,574
199.102.234.31:80,172.16.133.41:53093,2308
172.16.133.93:60771,172.16.139.250:5440,1142
172.16.133.11:55193,172.16.139.250:5440,1022
172.16.133.163:3550,68.64.24.250:443,246
172.16.133.55:57673,172.16.139.250:5440,1022
172.16.133.73:60724,172.16.139.250:5440,1142
172.16.133.53:54162,172.16.139.250:5440,1142
172.16.133.21:53245,172.16.139.250:5440,1022
172.16.133.30:62674,172.16.139.250:5440,1142
172.16.133.97:59423,216.219.113.250:443,306
172.16.133.97:59424,67.217.64.244:443,246
172.16.133.25:63539,172.16.139.250:5440,1022
172.16.133.97:59425,216.115.223.200:443,246
172.16.133.97:59426,66.151.150.190:443,306
68.64.24.250:443,172.16.133.163:3550,120
172.16.133.34:50490,172.16.139.250:5440,1142
172.16.133.97:59427,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.97:59424,120
216.115.223.200:443,172.16.133.97:59425,120
172.16.133.33:57944,172.16.139.250:5440,1022
172.16.133.163:3551,216.219.118.244:443,306
172.16.133.163:3552,78.108.118.250:443,246
172.16.133.68:60807,172.16.139.250:5440,1142
172.16.133.53:54163,68.64.24.250:443,246
172.16.133.12:59830,172.16.139.250:5440,1142
172.16.133.63:53938,172.16.139.250:5440,1022
172.16.133.66:53930,172.16.139.250:5440,1022
172.16.133.82:61399,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.97:59426,120
216.219.113.250:443,172.16.133.97:59423,120
172.16.133.37:60676,172.16.139.250:5440,1022
172.16.133.184:58137,65.54.81.135:443,4900
68.64.24.250:443,172.16.133.53:54163,120
172.16.133.53:54164,216.219.118.244:443,306
172.16.133.53:54165,78.108.118.250:443,306
216.219.118.244:443,172.16.133.163:3551,180
78.108.118.250:443,172.16.133.163:3552,120
65.54.81.135:443,172.16.133.184:58137,77344
172.16.133.71:57557,157.56.236.89:443,78
172.16.133.78:59260,172.16.139.250:5440,1022
172.16.133.49:55843,157.56.234.137:443,194
172.16.133.67:56037,172.16.139.250:5440,1142
216.219.118.244:443,172.16.133.53:54164,120
78.108.118.250:443,172.16.133.53:54165,120
157.56.236.89:443,172.16.133.71:57557,60
172.16.133.71:57558,157.56.240.137:443,156
172.16.133.56:61481,172.16.139.250:5440,1142
172.16.133.41:53095,172.16.139.250:5440,1022
172.16.133.42:57178,172.16.139.250:5440,1142
172.16.133.85:52324,172.16.139.250:5440,1022
172.16.133.45:61342,64.90.204.229:443,1795
172.16.133.121:56538,98.129.142.248:80,1334
172.16.133.121:56539,98.129.142.248:80,1333
172.16.133.43:57834,172.16.139.250:5440,1022
172.16.133.13:53090,172.16.139.250:5440,1142
64.90.204.229:443,172.16.133.45:61342,1075
98.129.142.248:80,172.16.133.121:56539,664
98.129.142.248:80,172.16.133.121:56538,665
172.16.133.20:62446,172.16.139.250:5440,1142
172.16.133.75:51030,172.16.139.250:5440,1022
172.16.133.28:65524,172.16.139.250:5440,1142
172.16.133.163:3553,216.115.219.126:443,246
172.16.133.99:56095,172.16.139.250:5440,1142
172.16.133.53:54166,216.115.219.126:443,246
172.16.133.87:60260,172.16.139.250:5440,1142
172.16.133.35:50025,172.16.139.250:5440,1142
172.16.133.116:53527,172.16.139.250:5440,1142
172.16.133.84:58844,172.16.139.250:5440,1022
172.16.133.184:48385,205.216.16.228:80,1788
172.16.133.184:48386,205.216.16.228:80,1976
172.16.133.49:55844,172.16.139.250:5440,1022
172.16.133.116:53528,172.16.139.250:5440,1142
172.16.133.116:53529,172.16.139.250:5440,1022
172.16.133.95:57021,172.16.139.250:5440,1022
205.216.16.228:80,172.16.133.184:48385,4019
205.216.16.228:80,172.16.133.184:48386,8077
172.16.133.92:57735,172.16.139.250:5440,1022
172.16.133.29:61007,172.16.139.250:5440,1022
172.16.133.44:64888,172.16.139.250:5440,1022
216.115.219.126:443,172.16.133.163:3553,120
172.16.133.207:55985,172.16.139.250:5440,1022
172.16.133.83:57143,172.16.139.250:5440,1142
216.115.219.126:443,172.16.133.53:54166,120
172.16.133.93:60772,172.16.139.250:5440,1022
172.16.133.11:55194,172.16.139.250:5440,1022
172.16.133.41:53096,199.102.234.31:80,2623
172.16.133.55:57674,172.16.139.250:5440,1142
172.16.133.73:60725,172.16.139.250:5440,1022
172.16.133.55:57675,173.201.252.207:80,1730
172.16.133.53:54167,172.16.139.250:5440,1022
172.16.133.55:57676,173.201.252.207:80,1404
172.16.133.55:57677,173.201.252.207:80,1462
172.16.133.21:53246,172.16.139.250:5440,1142
199.102.234.31:80,172.16.133.41:53096,1901
